report_id,district,date_of_report,victim_age,victim_gender,reporter_type,description,abuse_types,risk_level,follow_up_required,case_status,urban_rural,Physical violence,Sexual abuse,Emotional abuse,Neglect (basic needs),Child labor,Early marriage,Exploitation,Educational deprivation,Abandonment,Cyber exploitation,follow_up_Yes,follow_up_No,follow_up_pending
95163059,Lalmonirhat,11/28/2022,8,Male,Child helpline,Child shows signs of fearfulness. Multiple similar reports in area.,Emotional abuse,mild,Pending,Closed,Urban,0,0,1,0,0,0,0,0,0,0,0,0,1
30181133,Madaripur,3/27/2023,15,Female,Police,Child reported assault. Multiple similar reports in area.,Sexual abuse,medium,Pending,Open,Rural,0,1,0,0,0,0,0,0,0,0,0,0,1
11760751,Gazipur,7/31/2024,17,Female,Family member (aunt),Child arranged marriage at age 14. Family denies allegations.,Early marriage,medium,Yes,Open,Rural,0,0,0,0,0,1,0,0,0,0,1,0,0
4702787,Sherpur,2/4/2025,1,Other,Anonymous,Child left with neighbors for weeks. Corroborating evidence exists.,Abandonment,medium,Yes,Open,Rural,0,0,0,0,0,0,0,0,1,0,1,0,0
30589758,Chapai Nawabganj,11/2/2024,16,Female,NGO staff,Child arranged marriage at age 15. Family denies allegations.,Early marriage,medium,Yes,Investigation,Rural,0,0,0,0,0,1,0,0,0,0,1,0,0
4514953,Habiganj,11/17/2023,9,Male,Anonymous,Child engaged in excessive working hours. Corroborating evidence exists.,Child labor,mild,Yes,Open,Rural,0,0,0,0,1,0,0,0,0,0,1,0,0
5872382,Natore,8/10/2022,17,Male,Anonymous,Child appears without proper shelter. Family denies allegations.,Neglect (basic needs),mild,Pending,Open,Rural,0,0,0,1,0,0,0,0,0,0,0,0,1
99566825,Tangail,6/21/2023,11,Female,Community leader,"Child not attending school since 6 months, observed unexplained injuries, left at home alone for weeks. Multiple similar reports in area.","Educational deprivation, Physical violence, Abandonment",severe,Yes,Open,Rural,1,0,0,0,0,0,0,1,1,0,1,0,0
11165053,Sunamganj,2/24/2024,1,Female,Teacher,Child observed fractures. Family denies allegations.,Physical violence,medium,Yes,Investigation,Rural,1,0,0,0,0,0,0,0,0,0,1,0,0
65744241,Madaripur,6/6/2024,17,Female,Community leader,"Child involved in sextortion, reported inappropriate touching. Case requires immediate attention.","Cyber exploitation, Sexual abuse",severe,Yes,Open,Rural,0,1,0,0,0,0,0,0,0,1,1,0,0
35371496,Kurigram,10/19/2024,3,Male,Social worker,Child involved in online harassment. Family denies allegations.,Cyber exploitation,mild,No,Investigation,Rural,0,0,0,0,0,0,0,0,0,1,0,1,0
78998672,Cumilla,2/25/2024,14,Male,Child helpline,"Child not attending school since 1 year, engaged in hazardous work. Multiple similar reports in area.","Educational deprivation, Child labor",medium,Yes,Open,Urban,0,0,0,0,1,0,0,1,0,0,1,0,0
38370340,Lakshmipur,5/19/2022,14,Male,Healthcare worker,Child appears without proper shelter. Multiple similar reports in area.,Neglect (basic needs),mild,No,Open,Urban,0,0,0,1,0,0,0,0,0,0,0,1,0
95464939,Rangpur,9/27/2021,11,Female,Child helpline,Child subjected to sexual exploitation. Multiple similar reports in area.,Exploitation,medium,Yes,Investigation,Rural,0,0,0,0,0,0,1,0,0,0,1,0,0
91212259,Netrokona,8/15/2022,,Female,Anonymous,Child subjected to sexual exploitation. Family denies allegations.,Exploitation,medium,Yes,Closed,Urban,0,0,0,0,0,0,1,0,0,0,1,0,0
68193870,Mymensingh,2/17/2024,12,Female,NGO staff,Child shows signs of depression. Case requires immediate attention.,Emotional abuse,mild,Yes,Investigation,Urban,0,0,1,0,0,0,0,0,0,0,1,0,0
57324900,Lakshmipur,5/13/2024,12,Male,Anonymous,Child not attending school since 1 year. Multiple similar reports in area.,Educational deprivation,mild,Yes,Closed,Rural,0,0,0,0,0,0,0,1,0,0,1,0,0
47845854,Manikganj,8/4/2023,12,Male,Anonymous,"Child subjected to sexual exploitation, arranged marriage at age 14, shows signs of fearfulness. Multiple similar reports in area.","Exploitation, Early marriage, Emotional abuse",severe,Yes,Closed,Urban,0,0,1,0,0,1,1,0,0,0,1,0,0
26042188,Noakhali,2/3/2025,7,Female,NGO staff,Child appears malnourished. Multiple similar reports in area.,Neglect (basic needs),mild,Pending,Open,Urban,0,0,0,1,0,0,0,0,0,0,0,0,1
69659677,Gopalganj,7/19/2023,17,Female,NGO staff,Child left with neighbors for days. Case requires immediate attention.,Abandonment,medium,Yes,Open,Urban,0,0,0,0,0,0,0,0,1,0,1,0,0
80032895,Brahmanbaria,6/30/2023,7,Male,Teacher,"Child shows signs of withdrawal, reported assault, appears without proper shelter. Corroborating evidence exists.","Emotional abuse, Sexual abuse, Neglect (basic needs)",severe,Yes,Open,Rural,0,1,1,1,0,0,0,0,0,0,1,0,0
10447309,Lakshmipur,9/5/2020,10,Female,Community leader,Child engaged in excessive working hours. Corroborating evidence exists.,Child labor,mild,Yes,Open,Rural,0,0,0,0,1,0,0,0,0,0,1,0,0
94759505,Chapai Nawabganj,5/29/2022,10,Male,Neighbor,Child reported harassment. Case requires immediate attention.,Sexual abuse,medium,Pending,Open,Urban,0,1,0,0,0,0,0,0,0,0,0,0,1
94529491,Jhalokati,9/9/2022,,Male,Healthcare worker,Child left at hospital for days. Family denies allegations.,Abandonment,medium,Yes,Investigation,Urban,0,0,0,0,0,0,0,0,1,0,1,0,0
81536403,Barguna,11/19/2020,9,Female,Anonymous,Child left at hospital for days. Corroborating evidence exists.,Abandonment,medium,Yes,Open,Urban,0,0,0,0,0,0,0,0,1,0,1,0,0
63787758,Brahmanbaria,9/6/2024,15,Male,Healthcare worker,"Child subjected to begging ring, involved in sextortion. Family denies allegations.","Exploitation, Cyber exploitation",severe,Pending,Open,Urban,0,0,0,0,0,0,1,0,0,1,0,0,1
75473731,Sylhet,5/1/2022,10,Other,Neighbor,"Child left at hospital for weeks, appears poorly clothed, not attending school since 1 year. Multiple similar reports in area.","Abandonment, Neglect (basic needs), Educational deprivation",severe,Yes,Open,Urban,0,0,0,1,0,0,0,1,1,0,1,0,0
68375104,Khagrachhari,11/27/2024,11,Male,Healthcare worker,Child subjected to forced labor. Family denies allegations.,Exploitation,medium,Yes,Investigation,Rural,0,0,0,0,0,0,1,0,0,0,1,0,0
16786073,Barguna,1/12/2021,10,Male,Teacher,Child arranged marriage at age 14. Family denies allegations.,Early marriage,medium,No,Open,Urban,0,0,0,0,0,1,0,0,0,0,0,1,0
73450241,Barguna,8/27/2022,14,Male,NGO staff,"Child subjected to sexual exploitation, left at hospital for weeks. Corroborating evidence exists.","Exploitation, Abandonment",severe,Yes,Investigation,Urban,0,0,0,0,0,0,1,0,1,0,1,0,0
98825427,Thakurgaon,6/1/2022,10,Male,Family member (aunt),Child engaged in hazardous work. Corroborating evidence exists.,Child labor,mild,Yes,Closed,Rural,0,0,0,0,1,0,0,0,0,0,1,0,0
3816881,Tangail,2/16/2023,10,Male,Teacher,Child involved in grooming. Corroborating evidence exists.,Cyber exploitation,mild,Pending,Open,Rural,0,0,0,0,0,0,0,0,0,1,0,0,1
59196349,Gazipur,8/28/2023,15,Male,Family member (aunt),"Child subjected to begging ring, appears poorly clothed. Corroborating evidence exists.","Exploitation, Neglect (basic needs)",severe,No,Investigation,Rural,0,0,0,1,0,0,1,0,0,0,0,1,0
5435281,Madaripur,5/9/2024,6,Female,Family member (grandparent),Child appears poorly clothed. Corroborating evidence exists.,Neglect (basic needs),mild,Yes,Closed,Rural,0,0,0,1,0,0,0,0,0,0,1,0,0
79705635,Bandarban,3/26/2025,10,Male,Family member (father),"Child appears malnourished, left with neighbors for weeks. Multiple similar reports in area.","Neglect (basic needs), Abandonment",severe,Yes,Investigation,Rural,0,0,0,1,0,0,0,0,1,0,1,0,0
12905925,Cox's Bazar,12/28/2023,6,Female,Anonymous,Child shows signs of fearfulness. Corroborating evidence exists.,Emotional abuse,mild,Yes,Investigation,Urban,0,0,1,0,0,0,0,0,0,0,1,0,0
96901596,Pabna,7/17/2022,17,Male,Neighbor,"Child subjected to sexual exploitation, not attending school since 6 months. Multiple similar reports in area.","Exploitation, Educational deprivation",medium,Yes,Investigation,Rural,0,0,0,0,0,0,1,1,0,0,1,0,0
59747804,Munshiganj,12/6/2021,16,Female,Anonymous,Child involved in grooming. Family denies allegations.,Cyber exploitation,mild,Yes,Open,Rural,0,0,0,0,0,0,0,0,0,1,1,0,0
37946859,Rajbari,2/2/2025,7,Male,Anonymous,Child shows signs of depression. Family denies allegations.,Emotional abuse,mild,Yes,Open,Rural,0,0,1,0,0,0,0,0,0,0,1,0,0
50626819,Pirojpur,11/24/2022,11,Other,Teacher,Child engaged in hazardous work. Case requires immediate attention.,Child labor,mild,Yes,Investigation,Rural,0,0,0,0,1,0,0,0,0,0,1,0,0
19278380,Jamalpur,3/29/2025,14,Female,Police,Child observed burns. Case requires immediate attention.,Physical violence,medium,Yes,Open,Urban,1,0,0,0,0,0,0,0,0,0,1,0,0
809492,Bogra,11/28/2023,4,Other,Healthcare worker,"Child shows signs of anxiety, observed bruises. Family denies allegations.","Emotional abuse, Physical violence",severe,No,Closed,Rural,1,0,1,0,0,0,0,0,0,0,0,1,0
97881927,Noakhali,1/19/2024,17,Male,Neighbor,Child observed fractures. Multiple similar reports in area.,Physical violence,medium,Yes,Closed,Rural,1,0,0,0,0,0,0,0,0,0,1,0,0
99649399,Gazipur,8/5/2023,,Male,Social worker,Child reported assault. Family denies allegations.,Sexual abuse,medium,Pending,Closed,Urban,0,1,0,0,0,0,0,0,0,0,0,0,1
2266439,Gopalganj,8/5/2020,17,Male,Relative,Child involved in grooming. Case requires immediate attention.,Cyber exploitation,mild,Yes,Open,Urban,0,0,0,0,0,0,0,0,0,1,1,0,0
14420656,Bhola,6/30/2024,4,Male,Police,"Child not attending school since 1 year, engaged in factory labor. Multiple similar reports in area.","Educational deprivation, Child labor",medium,Yes,Open,Urban,0,0,0,0,1,0,0,1,0,0,1,0,0
87000020,Jamalpur,12/23/2023,15,Female,NGO staff,"Child appears without proper shelter, subjected to begging ring, arranged marriage at age 13. Corroborating evidence exists.","Neglect (basic needs), Exploitation, Early marriage",severe,Yes,Investigation,Rural,0,0,0,1,0,1,1,0,0,0,1,0,0
35908455,Gaibandha,7/20/2024,12,Female,Child helpline,Child shows signs of fearfulness. Multiple similar reports in area.,Emotional abuse,mild,No,Open,Rural,0,0,1,0,0,0,0,0,0,0,0,1,0
39937217,Bogra,12/30/2022,16,Male,Police,Child not attending school since 1 year. Case requires immediate attention.,Educational deprivation,mild,Yes,Investigation,Rural,0,0,0,0,0,0,0,1,0,0,1,0,0
93987886,Joypurhat,1/15/2025,4,Male,Anonymous,"Child involved in grooming, observed fractures, appears malnourished. Case requires immediate attention.","Cyber exploitation, Physical violence, Neglect (basic needs)",severe,Pending,Investigation,Rural,1,0,0,1,0,0,0,0,0,1,0,0,1
84413615,Dinajpur,3/19/2023,1,Female,NGO staff,Child subjected to forced labor. Corroborating evidence exists.,Exploitation,medium,Yes,Closed,Rural,0,0,0,0,0,0,1,0,0,0,1,0,0
38286050,Moulvibazar,12/7/2023,12,Female,Anonymous,Child involved in sextortion. Corroborating evidence exists.,Cyber exploitation,mild,Yes,Closed,Rural,0,0,0,0,0,0,0,0,0,1,1,0,0
48244395,Panchagarh,2/23/2024,15,Female,Teacher,Child shows signs of anxiety. Corroborating evidence exists.,Emotional abuse,mild,Pending,Closed,Urban,0,0,1,0,0,0,0,0,0,0,0,0,1
91995180,Rangpur,10/19/2023,9,Male,Police,Child observed unexplained injuries. Corroborating evidence exists.,Physical violence,medium,No,Open,Rural,1,0,0,0,0,0,0,0,0,0,0,1,0
59967827,Thakurgaon,3/20/2023,13,Male,Social worker,Child left at home alone for days. Corroborating evidence exists.,Abandonment,medium,Yes,Open,Rural,0,0,0,0,0,0,0,0,1,0,1,0,0
34698065,Natore,11/25/2024,13,Male,Relative,"Child appears without proper shelter, observed unexplained injuries. Corroborating evidence exists.","Neglect (basic needs), Physical violence",severe,Yes,Investigation,Rural,1,0,0,1,0,0,0,0,0,0,1,0,0
41484890,Dhaka,7/12/2023,8,Female,Social worker,"Child left with neighbors for weeks, engaged in factory labor. Multiple similar reports in area.","Abandonment, Child labor",severe,Yes,Investigation,Urban,0,0,0,0,1,0,0,0,1,0,1,0,0
19471969,Bandarban,3/14/2025,6,Female,Anonymous,Child reported inappropriate touching. Family denies allegations.,Sexual abuse,medium,Pending,Investigation,Urban,0,1,0,0,0,0,0,0,0,0,0,0,1
87155371,Patuakhali,6/24/2023,17,Female,Healthcare worker,Child observed unexplained injuries. Case requires immediate attention.,Physical violence,medium,Yes,Investigation,Urban,1,0,0,0,0,0,0,0,0,0,1,0,0
96547657,Pabna,6/14/2023,13,Female,Teacher,Child shows signs of withdrawal. Family denies allegations.,Emotional abuse,mild,Pending,Open,Rural,0,0,1,0,0,0,0,0,0,0,0,0,1
98237894,Dinajpur,7/16/2022,2,Female,Child helpline,Child left at hospital for weeks. Family denies allegations.,Abandonment,medium,Yes,Open,Urban,0,0,0,0,0,0,0,0,1,0,1,0,0
79212904,Narsingdi,5/3/2023,17,Male,Police,Child involved in online harassment. Corroborating evidence exists.,Cyber exploitation,mild,Pending,Open,Rural,0,0,0,0,0,0,0,0,0,1,0,0,1
8744000,Pabna,9/21/2024,5,Other,Neighbor,"Child left with neighbors for weeks, involved in sextortion. Case requires immediate attention.","Abandonment, Cyber exploitation",severe,Yes,Open,Urban,0,0,0,0,0,0,0,0,1,1,1,0,0
403723,Khagrachhari,2/14/2023,10,Male,Child helpline,"Child left with neighbors for days, observed burns. Family denies allegations.","Abandonment, Physical violence",severe,Yes,Investigation,Urban,1,0,0,0,0,0,0,0,1,0,1,0,0
32233146,Sylhet,7/12/2024,9,Female,Police,"Child shows signs of fearfulness, observed burns. Family denies allegations.","Emotional abuse, Physical violence",severe,Yes,Open,Urban,1,0,1,0,0,0,0,0,0,0,1,0,0
71845757,Thakurgaon,4/6/2024,7,Male,Teacher,Child not attending school since 1 year. Multiple similar reports in area.,Educational deprivation,mild,Yes,Open,Rural,0,0,0,0,0,0,0,1,0,0,1,0,0
37351063,Naogaon,12/27/2024,,Male,Neighbor,"Child reported harassment, not attending school since 1 year. Case requires immediate attention.","Sexual abuse, Educational deprivation",severe,Yes,Investigation,Rural,0,1,0,0,0,0,0,1,0,0,1,0,0
32530892,Natore,11/16/2024,12,Female,NGO staff,"Child shows signs of depression, appears malnourished. Corroborating evidence exists.","Emotional abuse, Neglect (basic needs)",medium,No,Open,Urban,0,0,1,1,0,0,0,0,0,0,0,1,0
94757859,Dhaka,9/28/2022,9,Male,Police,Child appears poorly clothed. Family denies allegations.,Neglect (basic needs),mild,No,Investigation,Urban,0,0,0,1,0,0,0,0,0,0,0,1,0
43086702,Rangpur,6/13/2024,1,Female,Neighbor,Child engaged in excessive working hours. Multiple similar reports in area.,Child labor,mild,Yes,Closed,Urban,0,0,0,0,1,0,0,0,0,0,1,0,0
90700611,Panchagarh,1/9/2025,15,Male,Neighbor,Child arranged marriage at age 17. Case requires immediate attention.,Early marriage,medium,Pending,Open,Rural,0,0,0,0,0,1,0,0,0,0,0,0,1
72669985,Rangamati,7/22/2023,9,Male,Family member (aunt),Child engaged in excessive working hours. Multiple similar reports in area.,Child labor,mild,Yes,Closed,Urban,0,0,0,0,1,0,0,0,0,0,1,0,0
13435558,Joypurhat,8/2/2023,13,Female,NGO staff,Child subjected to forced labor. Family denies allegations.,Exploitation,medium,Yes,Closed,Rural,0,0,0,0,0,0,1,0,0,0,1,0,0
92957173,Moulvibazar,1/3/2024,12,Male,Social worker,"Child appears malnourished, left at hospital for days. Corroborating evidence exists.","Neglect (basic needs), Abandonment",severe,No,Open,Urban,0,0,0,1,0,0,0,0,1,0,0,1,0
24630851,Cox's Bazar,9/29/2022,6,Male,Teacher,"Child observed fractures, appears without proper shelter. Family denies allegations.","Physical violence, Neglect (basic needs)",severe,Pending,Investigation,Urban,1,0,0,1,0,0,0,0,0,0,0,0,1
49936219,Dhaka,8/5/2022,4,Female,Healthcare worker,"Child engaged in excessive working hours, not attending school since 2 years. Family denies allegations.","Child labor, Educational deprivation",medium,Yes,Open,Rural,0,0,0,0,1,0,0,1,0,0,1,0,0
92268877,Nilphamari,12/13/2022,7,Female,Teacher,"Child arranged marriage at age 16, subjected to forced labor. Family denies allegations.","Early marriage, Exploitation",severe,Yes,Open,Urban,0,0,0,0,0,1,1,0,0,0,1,0,0
35444552,Noakhali,7/4/2023,9,Male,NGO staff,Child subjected to sexual exploitation. Corroborating evidence exists.,Exploitation,medium,Yes,Open,Urban,0,0,0,0,0,0,1,0,0,0,1,0,0
44614798,Sunamganj,6/1/2022,11,Male,Anonymous,Child subjected to sexual exploitation. Corroborating evidence exists.,Exploitation,medium,Pending,Closed,Urban,0,0,0,0,0,0,1,0,0,0,0,0,1
5885969,Rajbari,6/8/2022,15,Male,Child helpline,Child not attending school since 6 months. Multiple similar reports in area.,Educational deprivation,mild,No,Investigation,Rural,0,0,0,0,0,0,0,1,0,0,0,1,0
3654936,Dhaka,6/29/2022,11,Male,Social worker,Child not attending school since 6 months. Case requires immediate attention.,Educational deprivation,mild,Yes,Closed,Urban,0,0,0,0,0,0,0,1,0,0,1,0,0
93271870,Jamalpur,7/12/2023,1,Female,Relative,Child not attending school since 6 months. Corroborating evidence exists.,Educational deprivation,mild,Pending,Open,Rural,0,0,0,0,0,0,0,1,0,0,0,0,1
48153289,Rangamati,2/7/2023,15,Female,Teacher,"Child engaged in factory labor, not attending school since 1 year. Corroborating evidence exists.","Child labor, Educational deprivation",medium,Pending,Closed,Rural,0,0,0,0,1,0,0,1,0,0,0,0,1
68699685,Bandarban,1/6/2024,9,Female,Social worker,Child reported assault. Corroborating evidence exists.,Sexual abuse,medium,Yes,Investigation,Urban,0,1,0,0,0,0,0,0,0,0,1,0,0
63968586,Jamalpur,2/2/2024,14,Female,Police,Child engaged in excessive working hours. Family denies allegations.,Child labor,mild,Yes,Investigation,Urban,0,0,0,0,1,0,0,0,0,0,1,0,0
89551587,Rangpur,7/15/2023,6,Female,Healthcare worker,"Child engaged in hazardous work, observed bruises. Multiple similar reports in area.","Child labor, Physical violence",severe,Yes,Open,Rural,1,0,0,0,1,0,0,0,0,0,1,0,0
18541001,Jhalokati,6/3/2020,17,Female,Healthcare worker,Child subjected to sexual exploitation. Multiple similar reports in area.,Exploitation,medium,Pending,Closed,Rural,0,0,0,0,0,0,1,0,0,0,0,0,1
63554426,Mymensingh,4/4/2025,8,Male,Child helpline,"Child observed unexplained injuries, engaged in excessive working hours, reported harassment. Family denies allegations.","Physical violence, Child labor, Sexual abuse",severe,Yes,Investigation,Rural,1,1,0,0,1,0,0,0,0,0,1,0,0
82602624,Sylhet,9/18/2022,10,Female,Relative,"Child subjected to forced labor, appears without proper shelter. Family denies allegations.","Exploitation, Neglect (basic needs)",severe,Yes,Open,Urban,0,0,0,1,0,0,1,0,0,0,1,0,0
98825189,Dhaka,4/14/2025,3,Male,Anonymous,Child shows signs of depression. Case requires immediate attention.,Emotional abuse,mild,Yes,Closed,Urban,0,0,1,0,0,0,0,0,0,0,1,0,0
8643955,Tangail,7/26/2022,2,Male,Family member (mother),"Child subjected to forced labor, engaged in factory labor, involved in sextortion. Corroborating evidence exists.","Exploitation, Child labor, Cyber exploitation",severe,Yes,Investigation,Rural,0,0,0,0,1,0,1,0,0,1,1,0,0
86366634,Bogra,6/28/2023,11,Male,NGO staff,"Child shows signs of anxiety, reported assault. Case requires immediate attention.","Emotional abuse, Sexual abuse",severe,Yes,Open,Urban,0,1,1,0,0,0,0,0,0,0,1,0,0
70803058,Manikganj,3/6/2021,11,Male,Healthcare worker,"Child shows signs of depression, appears without proper shelter. Case requires immediate attention.","Emotional abuse, Neglect (basic needs)",medium,Yes,Open,Rural,0,0,1,1,0,0,0,0,0,0,1,0,0
32244387,Patuakhali,12/23/2024,12,Male,Social worker,Child shows signs of depression. Case requires immediate attention.,Emotional abuse,mild,Yes,Open,Rural,0,0,1,0,0,0,0,0,0,0,1,0,0
68525874,Feni,2/26/2023,3,Male,Relative,Child left at hospital for weeks. Multiple similar reports in area.,Abandonment,medium,Yes,Investigation,Rural,0,0,0,0,0,0,0,0,1,0,1,0,0
99659154,Gopalganj,4/18/2024,10,Female,Relative,Child involved in grooming. Corroborating evidence exists.,Cyber exploitation,mild,Pending,Open,Rural,0,0,0,0,0,0,0,0,0,1,0,0,1
95231773,Kishoreganj,5/10/2023,7,Female,Neighbor,Child reported assault. Corroborating evidence exists.,Sexual abuse,medium,Yes,Investigation,Rural,0,1,0,0,0,0,0,0,0,0,1,0,0
57110784,Natore,12/12/2022,8,Female,Relative,"Child observed burns, arranged marriage at age 16. Family denies allegations.","Physical violence, Early marriage",severe,Pending,Open,Rural,1,0,0,0,0,1,0,0,0,0,0,0,1
11536823,Faridpur,7/15/2023,16,Female,Community leader,Child appears without proper shelter. Multiple similar reports in area.,Neglect (basic needs),mild,Pending,Investigation,Rural,0,0,0,1,0,0,0,0,0,0,0,0,1
72068112,Habiganj,4/22/2021,16,Male,Anonymous,Child engaged in factory labor. Corroborating evidence exists.,Child labor,mild,Yes,Investigation,Rural,0,0,0,0,1,0,0,0,0,0,1,0,0
47573524,Chattogram,8/26/2024,14,Male,Social worker,Child not attending school since 1 year. Multiple similar reports in area.,Educational deprivation,mild,Yes,Open,Urban,0,0,0,0,0,0,0,1,0,0,1,0,0
36228167,Barishal,7/22/2024,10,Female,Community leader,"Child left at home alone for weeks, reported assault. Family denies allegations.","Abandonment, Sexual abuse",severe,Yes,Open,Urban,0,1,0,0,0,0,0,0,1,0,1,0,0
11797552,Habiganj,9/24/2022,8,Male,Community leader,Child arranged marriage at age 17. Multiple similar reports in area.,Early marriage,medium,No,Open,Urban,0,0,0,0,0,1,0,0,0,0,0,1,0
57611263,Manikganj,4/19/2023,11,Female,Child helpline,Child subjected to forced labor. Family denies allegations.,Exploitation,medium,No,Investigation,Urban,0,0,0,0,0,0,1,0,0,0,0,1,0
6613155,Feni,1/21/2025,14,Female,Teacher,Child observed unexplained injuries. Corroborating evidence exists.,Physical violence,medium,Yes,Investigation,Urban,1,0,0,0,0,0,0,0,0,0,1,0,0
35386744,Gaibandha,12/24/2023,11,Female,Neighbor,Child appears without proper shelter. Multiple similar reports in area.,Neglect (basic needs),mild,Yes,Open,Urban,0,0,0,1,0,0,0,0,0,0,1,0,0
56706073,Moulvibazar,4/17/2024,15,Male,Child helpline,Child shows signs of fearfulness. Corroborating evidence exists.,Emotional abuse,mild,Pending,Investigation,Rural,0,0,1,0,0,0,0,0,0,0,0,0,1
75134677,Cumilla,10/1/2022,7,Male,Neighbor,"Child shows signs of depression, left at hospital for weeks. Multiple similar reports in area.","Emotional abuse, Abandonment",severe,Pending,Investigation,Rural,0,0,1,0,0,0,0,0,1,0,0,0,1
48573013,Madaripur,5/14/2023,13,Male,Police,"Child reported inappropriate touching, engaged in excessive working hours. Family denies allegations.","Sexual abuse, Child labor",severe,Pending,Open,Rural,0,1,0,0,1,0,0,0,0,0,0,0,1
7359986,Faridpur,2/22/2024,17,Male,Community leader,"Child reported assault, left at hospital for days. Corroborating evidence exists.","Sexual abuse, Abandonment",severe,Yes,Closed,Urban,0,1,0,0,0,0,0,0,1,0,1,0,0
14796501,Sherpur,12/29/2023,16,Female,NGO staff,"Child not attending school since 2 years, arranged marriage at age 17. Multiple similar reports in area.","Educational deprivation, Early marriage",medium,No,Investigation,Urban,0,0,0,0,0,1,0,1,0,0,0,1,0
88886527,Faridpur,5/31/2023,3,Male,NGO staff,Child arranged marriage at age 15. Corroborating evidence exists.,Early marriage,medium,Yes,Closed,Urban,0,0,0,0,0,1,0,0,0,0,1,0,0
29994699,Naogaon,11/5/2024,15,Female,Healthcare worker,Child engaged in hazardous work. Corroborating evidence exists.,Child labor,mild,Yes,Investigation,Rural,0,0,0,0,1,0,0,0,0,0,1,0,0
4536035,Habiganj,2/23/2025,,Female,Social worker,Child involved in online harassment. Case requires immediate attention.,Cyber exploitation,mild,Yes,Open,Rural,0,0,0,0,0,0,0,0,0,1,1,0,0
70687548,Pirojpur,7/7/2024,12,Male,Neighbor,"Child subjected to begging ring, left at home alone for days, reported assault. Case requires immediate attention.","Exploitation, Abandonment, Sexual abuse",severe,Yes,Investigation,Urban,0,1,0,0,0,0,1,0,1,0,1,0,0
93830283,Madaripur,10/5/2023,10,Male,Family member (father),"Child engaged in factory labor, arranged marriage at age 17. Family denies allegations.","Child labor, Early marriage",severe,No,Closed,Rural,0,0,0,0,1,1,0,0,0,0,0,1,0
28020259,Noakhali,11/23/2022,6,Male,NGO staff,"Child arranged marriage at age 14, involved in grooming. Corroborating evidence exists.","Early marriage, Cyber exploitation",severe,Yes,Open,Urban,0,0,0,0,0,1,0,0,0,1,1,0,0
79520832,Joypurhat,10/10/2021,12,Female,Police,"Child arranged marriage at age 13, reported harassment, subjected to forced labor. Case requires immediate attention.","Early marriage, Sexual abuse, Exploitation",severe,No,Open,Rural,0,1,0,0,0,1,1,0,0,0,0,1,0
31275189,Sirajganj,1/6/2023,9,Female,Relative,Child observed unexplained injuries. Multiple similar reports in area.,Physical violence,medium,Pending,Investigation,Rural,1,0,0,0,0,0,0,0,0,0,0,0,1
93755491,Mymensingh,5/26/2023,7,Male,NGO staff,"Child appears poorly clothed, arranged marriage at age 17. Corroborating evidence exists.","Neglect (basic needs), Early marriage",severe,Yes,Investigation,Urban,0,0,0,1,0,1,0,0,0,0,1,0,0
81274398,Rajshahi,7/14/2024,14,Female,Police,Child subjected to begging ring. Corroborating evidence exists.,Exploitation,medium,Pending,Closed,Rural,0,0,0,0,0,0,1,0,0,0,0,0,1
6884144,Munshiganj,1/11/2022,7,Male,Family member (mother),Child observed fractures. Multiple similar reports in area.,Physical violence,medium,Yes,Investigation,Rural,1,0,0,0,0,0,0,0,0,0,1,0,0
57036173,Lalmonirhat,6/14/2023,6,Female,Healthcare worker,Child observed burns. Family denies allegations.,Physical violence,medium,Yes,Open,Rural,1,0,0,0,0,0,0,0,0,0,1,0,0
45148368,Rangamati,5/29/2023,7,Male,Community leader,Child observed fractures. Case requires immediate attention.,Physical violence,medium,Yes,Open,Urban,1,0,0,0,0,0,0,0,0,0,1,0,0
11085401,Munshiganj,11/25/2022,7,Male,Relative,"Child involved in sextortion, left at home alone for days, observed unexplained injuries. Family denies allegations.","Cyber exploitation, Abandonment, Physical violence",severe,Yes,Open,Urban,1,0,0,0,0,0,0,0,1,1,1,0,0
25721836,Sirajganj,12/19/2022,15,Male,Anonymous,"Child engaged in hazardous work, observed fractures. Case requires immediate attention.","Child labor, Physical violence",severe,Pending,Open,Urban,1,0,0,0,1,0,0,0,0,0,0,0,1
15869574,Gopalganj,1/6/2023,12,Male,Neighbor,"Child left with neighbors for days, arranged marriage at age 16, subjected to sexual exploitation. Multiple similar reports in area.","Abandonment, Early marriage, Exploitation",severe,Yes,Closed,Urban,0,0,0,0,0,1,1,0,1,0,1,0,0
72879290,Chapai Nawabganj,6/15/2024,4,Male,Relative,"Child shows signs of depression, reported assault. Multiple similar reports in area.","Emotional abuse, Sexual abuse",severe,Yes,Closed,Urban,0,1,1,0,0,0,0,0,0,0,1,0,0
49616395,Moulvibazar,10/30/2022,12,Female,Community leader,Child involved in grooming. Family denies allegations.,Cyber exploitation,mild,Yes,Investigation,Rural,0,0,0,0,0,0,0,0,0,1,1,0,0
62023544,Lalmonirhat,2/13/2024,11,Male,Child helpline,Child observed unexplained injuries. Case requires immediate attention.,Physical violence,medium,Yes,Open,Rural,1,0,0,0,0,0,0,0,0,0,1,0,0
30262446,Bhola,7/13/2022,2,Female,Family member (mother),Child engaged in excessive working hours. Corroborating evidence exists.,Child labor,mild,Pending,Open,Rural,0,0,0,0,1,0,0,0,0,0,0,0,1
